Sentiments,Sentiment Label,Posting Time,Contents
0.46693589124509227,Negative,2023/3/21 18:44,给你上香可以不
0.166487805340243,Negative,2023/3/21 18:59,关心年轻人上不上香？拜托关心一下年轻人就业好叭？该关心的不关心
0.49500719844798446,Negative,2023/3/21 18:45,要你管
0.10613490600138731,Negative,2023/3/21 19:07,能写出这个的人 是不是很有优越感
0.14677811085657722,Negative,2023/3/21 18:49,懂了，这周末就去上香，我佛佑我
0.9905350130161442,Positive,2023/3/21 19:03,首先认真生活认真工作和宗教信仰是不相悖的！尊重宗教信仰自由！其次，去环境清幽的寺庙上个香许个愿明确自己的奋斗目标、感悟人生的真谛，这和平时工作之余去饮茶喝咖啡放松精神整理思绪不是异曲同工吗？为什么要上纲上线去指责这些年轻人？
0.21599940386437377,Negative,2023/3/21 18:56,难道不是因为寺庙清净环境好不用被人打扰?
0.033192270176382266,Negative,2023/3/21 22:06,为什么关心年轻人都关心不到点子上？只会讽刺谩骂了吗？你们了解年轻人吗？
0.0003231055916460557,Negative,2023/3/21 18:59,一个人在社会化过程中遇到的困难情绪被通通用“似乎是不得了的大事”概括，可笑，“正是这些为了一些所谓宏伟的事业，为了一些远大的目标，去不计后果地牺牲别人、牺牲别人小猫的人，频频地让我们这个世界陷入大火。”
0.4121153237334704,Negative,2023/3/21 18:59,今年2月以来，预定寺庙景区门票的人群中，90后、00后占比近50%。那就是不足百分之五十，那另百分之五十多呢？
0.152894961328082,Negative,2023/3/21 21:43,那你去报警啊？
0.1346016770902737,Negative,2023/3/21 19:36,像地狱一样的国家 没有一点希望
0.6276621415529005,Positive,2023/3/22 0:13,你这是准备不要木琴还是批发的木琴？
0.00010198230144498055,Negative,2023/3/21 20:33,第三十六条　中华人民共和国公民有宗教信仰自由。 　　任何国家机关、社会团体和个人不得强制公民信仰宗教或者不信仰宗教，不得歧视信仰宗教的公民和不信仰宗教的公民。
0.05319043565384285,Negative,2023/3/21 19:24,上课不过是上层设计的陷阱，上香才能得到灵魂寄托
0.010235540206446903,Negative,2023/3/22 12:24,这依然不影响每年升学和求职时候那么多卷人
0.1098865610561599,Negative,2023/3/21 19:26,年轻人得努力工作，资本家才能有源源不断的韭菜割呀
0.7574144255084583,Positive,2023/3/21 19:22,佛家有云众生平等
0.3949933596488767,Negative,2023/3/21 18:46,本来近期打算去普陀山的
0.6952892601788158,Positive,2023/3/22 12:24,正想着后天休息干嘛呢，你刚好提醒我了，后天早起就去雍和宫给你上一香
0.0036708127149230885,Negative,2023/3/21 21:20,我他妈要钱，你多给钱少收钱就可以了别少给钱多收钱
0.2873597230733901,Negative,2023/3/23 23:26,闭嘴
0.27076248900681044,Negative,2023/3/23 15:44,现在就在普陀山，我马上就给观音菩萨告状
0.1767345448850074,Negative,2023/3/27 23:06,句句不谈薪资，条条不离奉献，桩桩不谈好处，事事皆讲境界，动不动就让你有格局，绕着圈给你画大饼...不拜神佛难到拜你们嘛？我们拜佛不是迷信，是求心安！
0.545603958599838,Positive,2023/3/21 18:52,说的蛮好的
0.906914133898298,Positive,2023/3/21 23:24,上香就是对美好生活的向往
0.0031524969174896444,Negative,2023/3/21 21:36,你管的真宽啊有这功夫不如管管每月107块养老金的农村老人
0.17226435213968505,Negative,2023/3/21 20:38,以前远离世俗，叫淡泊名利，现在佛一点，就这是问题，那是问题的。牛批，好话坏话都让你们说了，厉害，佩服
0.710788339154533,Positive,2023/4/5 14:19,我给你上100柱香，祝你一路走好
0.26806518686209924,Negative,2023/3/24 0:02,终于有媒体好好说话
0.22936597755647548,Negative,2023/3/22 10:41,不能上香吗？关你毛事
0.1749220375743733,Negative,2023/3/21 19:11,我们都卷成啥样了，看不到吗？
0.4199787460148775,Negative,2023/3/21 19:00,给你点了
0.49500719844798446,Negative,2023/3/21 18:59,用你管？
0.3284565201282167,Negative,2023/3/23 10:49,答主没有在批判上香啊 你们看完再说
0.23361825314691853,Negative,2023/3/22 10:26,这篇文章不是写得挺好的吗？我觉得没啥问题啊
0.47349710930122646,Negative,2023/3/27 0:08,未知苦处，不信神佛
0.3424647449677829,Negative,2023/3/23 13:39,要你管才怪wow～
0.040596710869525654,Negative,2023/3/23 7:17,笑死，现在寄希望于我佛你都不愿意，难道非要把人逼得寄希望于北约？
0.22241968717591987,Negative,2023/3/22 23:58,Uncertainty is the enemy of recovery，但个人的不确定性却不一定是坏事，他们只是希望在可预见的平庸中出现丁丁不确定性。
0.2727272727272725,Negative,2023/3/22 18:55,屁话多
0.9262504778000048,Positive,2023/3/22 17:13,如此清醒又美好的评论员文章点赞👍
0.20398796941919517,Negative,2023/3/21 18:50,上课上进有上香好用？？？
0.3240046207028475,Negative,2023/4/23 23:18,上不了香吗，古人也上香吧，现在的传媒人抨击历史文化！真是活在虚伪的世界出不来？我上我香怎么了，我也凭自己本事上岸了呀我图个心安怎么了
0.8399080002173531,Positive,2023/3/27 9:35,喜欢网上定票的都是年轻人，你在预定门票里统计，合理吗
0.2745607228776493,Negative,2023/3/26 5:55,懂了 上膛
0.4076606856174353,Negative,2023/3/25 14:56,我们上香求“国泰民安”。怎么？你不服气？
0.0842729860917385,Negative,2023/3/23 8:21,难道我们应该在拼命生存和生活的时候选择生娃？
0.08650253840709221,Negative,2023/3/21 21:15,多管闲事多吃屁
0.429070757065694,Negative,2023/3/21 21:13,清明节快到了，给你上一炷
0.4306094305309912,Negative,2023/3/21 20:11,你咋不问问年轻人为什么上香  关心一下年轻人咋活下去
0.0625292561289642,Negative,2023/3/21 19:59,这条微博不就是在说这“…属人之常情…”吗，评论区怎么都在嘲
0.2216950152408913,Negative,2023/5/15 16:23,当现世太苦，宗教的作用就会显现出来
0.0718690604008394,Negative,2023/5/1 12:11,年轻人上香一没违法二没乱纪，忧心年轻人上香干什么？
0.3569131832797424,Negative,2023/4/3 13:37,看看完啊各位
0.5876274839364364,Positive,2023/3/30 10:30,你应该庆幸我们只是上香而不是上船
0.11500696563411827,Negative,2023/3/27 22:29,官是官民是民，这才是普通老百姓的生活
0.2185927719540326,Negative,2023/3/27 1:41,万户青衿久县鹑，宫墙高锁上林春。也知圣意窥难见，聊把清香问鬼神。
0.3292910381787779,Negative,2023/3/27 0:20,活着的压力那么大，是想让他们上街吗
0.43528252167875714,Negative,2023/3/25 0:29,希望你下辈子别生在京城世家
0.17483716112861114,Negative,2023/3/24 19:43,阿弥陀佛🙏🙏🙏
0.22417782078080817,Negative,2023/3/24 16:50,文章写尽天下事，不肯俯首看苍生
0.21260646326441757,Negative,2023/3/24 16:37,你是吃饱了没事干？ 还关注这个？
0.462332440829472,Negative,2023/3/24 15:23,又是你呀北京日报
0.6316522446545636,Positive,2023/3/24 14:53,不上香难道像法国年轻人一样上街吗？
0.27050192773948556,Negative,2023/3/24 12:55,年轻人不上香，难道上街？要不上山？
0.025269389191369007,Negative,2023/3/23 16:01,你有空就想想改变社会现状方法吧不要在这里废话连篇l
0.24571373656416395,Negative,2023/3/23 14:06,这什么破话题抹黑大学生，在校大学生有多少人，去上香的才多少？何况课余时间你管人家去做什么
0.18581178558232103,Negative,2023/3/23 3:03,上学有用的话上香干嘛，给点工作干干
0.5146547697194478,Positive,2023/3/23 2:44,远方传来风笛声
0.05474260133963471,Negative,2023/3/23 0:17,笑死，出来找工作月薪3k，我不上香保佑我中彩票我能咋整
0.019087827484272735,Negative,2023/3/22 22:55,不好意思，这周末去拜财神殿长跪不起，你咬我啊
0.6078945528541329,Positive,2023/3/22 20:02,给你上香🕯
0.5946564195770848,Positive,2023/3/22 19:21,哪个媒体人，让我长长见识，管得可真宽啊
0.2879700112070628,Negative,2023/3/22 17:53,很好笑今天下午才看到一句话，“文章写尽太平事，不肯俯首见苍生”，非常应景捏
0.26458078102590543,Negative,2023/3/22 17:00,中国人的信仰有儒释道和共产主义皆是 出发的！每一个信仰都是教人民群众要真善，教群众要热爱生活，热爱祖国的。而有一些 和敌人对此是非常害怕而恐惧的！//:怕你们有了信仰不信他们了//:上课有用我上香干嘛?
0.4627426484937923,Negative,2023/3/22 16:53,上个香咋的，少管年轻人，自己先把自己生活活好🙃
0.3166556865576724,Negative,2023/3/22 16:24,接世界毁灭
0.12150133381122619,Negative,2023/3/22 15:51,我看是哪个媒体这么没有本事就知道找“年轻人”的茬儿
0.24484300127874736,Negative,2023/3/22 14:53,要不要我给你上一柱
0.20723163213911222,Negative,2023/3/22 14:52,如果不是生活无望，谁又愿意求神拜佛呢
0.23236639241587365,Negative,2023/3/22 13:23,这些人平时不关心你的生活如何，却异常关心你努不努力。
0.5540771668989284,Positive,2023/3/22 12:27,管好你自己吧书背
0.42508606164794827,Negative,2023/3/22 11:22,评论区的人有仔细看这篇文章吗
1.314771768068379e-05,Negative,2023/3/22 11:20,被拖欠工资一年了，仲裁到二审流程走了一遍，法人悄悄变更了，执行又没钱，工会有说过话吗，我奋斗了为什么拿不到工资，拖欠工资那么久为什么没人替劳动者说话
0.2849235233521257,Negative,2023/3/22 11:06,哈哈 专家不在寺庙怎么知道年轻人在上香？专家不在学校怎么知道年轻人没在上课？
0.5351605881569008,Positive,2023/3/22 10:59,“管好你自己”
0.09641076042779895,Negative,2023/3/22 10:23,佛祖保佑了我，三年没被封控，坐标广州
0.4766189906194028,Negative,2023/3/22 10:17,年轻人上香是好事，等啥时候不上香了那事情就来了
0.21346924072094642,Negative,2023/3/22 10:15,搞这种媒体的属于是要流量不要家人了。
0.3610244841085526,Negative,2023/3/22 10:09,不是吧，这也管啊
0.5668765926710166,Positive,2023/3/22 9:58,南朝四百八十寺，多少楼台烟雨中
0.2391025743482732,Negative,2023/3/22 9:54,新京报整个就是一个营销号
0.25604647493191934,Negative,2023/3/22 9:38,不会发微博可以不发
0.17532369667303582,Negative,2023/3/22 9:10,难道去的人是退学了、辞职了去上香的，上完就在家躺平了？年轻人上香，你上纲上线
0.36577873898838387,Negative,2023/3/22 9:04,你们别管了，上个香还碍着你了，闲得慌啊
0.018649018332804412,Negative,2023/3/22 9:03,我本来想看看你能放出什么来，没想到正反话都让你说了
0.5293296095355146,Positive,2023/3/22 8:54,懂了，我天天上香
0.4772492257515356,Negative,2023/3/22 8:29,奋斗能让我买得起深圳的房？
0.646536538654935,Positive,2023/3/22 8:09,少对年轻人评头论足
0.5581029724523017,Positive,2023/3/22 1:43,就去心诚则灵～
0.015204419814190628,Negative,2023/3/22 1:19,年轻人快累死了 连个基本双休都保障不了！双休呼声这么高都跟聋了没听到一样
0.5595739410701194,Positive,2023/3/22 1:19,我祈求祖国繁荣昌盛
0.03848922654090603,Negative,2023/3/22 1:04,少他妈管我上香你也要管什么都被你管完了滚
0.009962730936676656,Negative,2023/3/21 23:27,不说别的，来回来去加班干活的，有几个老人？况且您这个烧香的数据是怎么来的能方便公布一下么？
0.3832265495814109,Negative,2023/3/21 22:37,靠自己有用的话还烧香干嘛？
0.5651642626983866,Positive,2023/3/21 22:21,只字不提房价
0.45153850174699994,Negative,2023/3/21 22:13,年轻人宁愿信神也不愿意信□□了
0.9083292367822676,Positive,2023/3/21 22:07,句句不谈薪资，条条不离奉献，桩桩不谈好处，事事皆讲境界 这兄弟说得真挺不错[尬笑]
0.09450425172245691,Negative,2023/3/21 22:05,这种文案都有工作年轻人没工作真的不值要不把你位置让一下吧
0.0959459911832573,Negative,2023/3/21 21:58,什么都评只会害了你
0.0346048487075874,Negative,2023/3/21 21:52,你们再抨击，人家该说现在年轻人反骨太重了谨慎发炎
0.11077791338314169,Negative,2023/3/21 21:50,我就问一个月三千无社保你干不干
0.4414817575736032,Negative,2023/3/21 21:33,据报道？据哪个报道？
0.4408270767155641,Negative,2023/3/21 21:18,不上香上你吗？
0.35908512877311993,Negative,2023/3/21 20:34,官媒的关注为什么这么奇怪？
0.21602279044837958,Negative,2023/3/21 20:33,要是太闲可以播天气预报
0.3340320092535307,Negative,2023/3/21 20:30,打车去杭州烧香
0.4544307015918032,Negative,2023/3/21 20:24,要你管，有用我还上香么
0.494701058674493,Negative,2023/3/21 20:23,去寺庙也得走过去
0.39107332624867097,Negative,2023/3/21 20:20,管那么多干嘛
0.41592201462225786,Negative,2023/3/21 20:08,少管我
9.123441359737416e-05,Negative,2023/3/21 20:01,上课和上进是为了让生活变得更好，然而现实是残酷的，年轻人要面对各种压力，而这种压力靠上课和上进并不能得到解决，人在无助的时候是需要一个心灵寄托的，而且“上香”不也是一种变相的上进吗，“上香”也总好过摆烂！想要解决年轻人上香的问题不如解决贫富差距过大，生存压力过大，各种不良内卷吧！
0.8320024742832808,Positive,2023/3/21 19:56,牛马真的不够了，韭菜快生小韭菜lalala
0.18992023043549056,Negative,2023/3/21 19:55,上香挨着谁了？媒体没什么评的可以预报天气
0.3820472934804361,Negative,2023/3/21 19:50,呵呵，我想知道写这篇文章的人有多上进？以为自己是什么努力的人？
0.23771997013606794,Negative,2023/3/21 19:41,去上香根本原因是什么你不知道吗
0.40085407345173973,Negative,2023/3/21 19:38,永远关心的是哪个媒体
0.41592201462225786,Negative,2023/3/21 19:36,少管
0.10031422196323214,Negative,2023/3/21 19:32,休息时间去趟寺庙就成不上进了？只有24小时住在办公室才叫奋斗呗
0.0017888300853496908,Negative,2023/3/21 19:30,说起来有点可笑，我们求的只是八小时工作制、不加班、双休等工人阶级用生命争取来的权益
0.5304065565417121,Positive,2023/3/21 19:26,新封 建主意
0.574735539758843,Positive,2023/3/21 19:09,烧个电子香都要管？
0.06886006023599256,Negative,2023/3/21 19:09,谁说不上课了？？？
0.5026225278167402,Positive,2023/3/21 19:05,才上过香，保佑我彩票中奖！
0.016153696700663356,Negative,2023/3/21 19:04,不上进？考得好不如报得好谁懂啊，要是也像高考那样知道分数以后再填报，我也不求菩萨拜佛了
0.7734591670784908,Positive,2023/3/21 19:02,生活太无聊我只是跟风好玩
0.3667216348954222,Negative,2023/3/21 18:52,“说到这，我的privilege就一展无遗了”
0.5,Unknown,2023/3/21 18:48,？？？）
0.4231716519099773,Negative,2023/3/22 14:56,真的笑发财，不上香难道上吊么
0.3331386823458904,Negative,2023/4/4 21:05,你怎么不说这是中国式解放神学的兴起？
0.07876788514218236,Negative,2023/3/22 11:13,这是北京日报评得 说年轻人不上进得是新京报
0.28837802078141206,Negative,2023/3/22 15:48,难道上街
0.012493648678364222,Negative,2023/4/15 21:59,不谈现在年轻人到底面对的压力，就搁这拼搏奋斗假大空，祝媒体早日倒闭，祝编辑早日辞退，永远找不到工作
0.08747320954754623,Negative,2023/4/6 9:19,腰疼吗，坐一会吧
0.7561287703606955,Positive,2023/3/24 11:07,快丨
0.34802709856719505,Negative,2023/3/22 14:15,只是生活压力大 寻找一个心灵寄托也不行吗
0.49500719844798446,Negative,2023/3/22 13:39,？
0.1280838792057324,Negative,2023/3/22 11:41,管的是真宽啊，多么高高在上的媒体，嘴一张，笑八方
0.11292761177508504,Negative,2023/3/22 10:40,我是坐到他家堂上让他子子孙孙拜了吗？这个应激反应是怎么回事
0.38704980900554664,Negative,2023/3/22 9:10,因为没有你这个破嘴
0.2916968202571141,Negative,2023/3/22 8:54,一个片面的现象就这样否定了年轻人们的努力？
0.7597030226215858,Positive,2023/3/21 21:57,我就爱上
0.6513950574331695,Positive,2023/3/21 19:34,不仅上香 我还抽出裤衩子里的皮筋 做成弹弓 弹你家玻璃！
0.41592201462225786,Negative,2023/3/21 19:22,少管我
0.47349710930122646,Negative,2023/3/21 18:54,未知苦处，不信神佛。
0.32298330097960737,Negative,2023/7/24 9:21,没办法，压力太大。其实也不过是一种娱乐而已！
0.6970894398257644,Positive,2023/4/6 17:45,建议考察一下宗教一开始存在的意义再来指指点点
0.10234231488497791,Negative,2023/4/5 19:57,高高在上，不食肉糜。 什么时候上层回到人民群众中间再来评价吧。现在的你们不配评价我们。
0.1886963255782771,Negative,2023/4/5 8:32,把人逼到上香，结果香也不让上。咋的，非得上膛
0.007747190050147346,Negative,2023/3/31 11:53,我用一首诗来回答新京报的问题，为什么年轻人不上课不上进只上香！ 《贾生》 李商隐 宣室求贤访逐臣，贾生才调更无论。 可怜夜半虚前席，不问苍生问鬼神！
0.3085723966788505,Negative,2023/3/30 17:22,关你什么事
0.016465050949588167,Negative,2023/3/25 15:31,要是生活多点盼头，也不至于上香了。能说出年轻人不上进不上课只上香的是什么zz玩意？
0.8393354318517405,Positive,2023/3/24 18:44,这就给小编亲🐴上香
0.37567803028568114,Negative,2023/3/24 16:38,fine，大家都上吊你们就满意啦
0.26585558613355287,Negative,2023/3/24 16:09,不上香难道上街吗
0.46573062884247685,Negative,2023/3/24 14:55,会评哥子
0.5804662738972873,Positive,2023/3/24 12:32,年轻人爱做什么做什么关你屁事
0.28169886933926924,Negative,2023/3/24 10:13,管你屁事
0.07646386183345089,Negative,2023/3/24 7:45,这篇评论不是在替那些被指责上香的年轻人说话吗为什么都在喷啊，要喷不应该喷新京报吗
0.3318399082254915,Negative,2023/3/23 22:17,有问题的不是这篇文章吧？怎么被冲了
0.20463815786210326,Negative,2023/3/23 14:09,这溢出屏幕的爹味
0.5236077674907892,Positive,2023/3/23 12:09,少来烦姐哈管那么宽，你家住海边呐
0.4769513787703543,Negative,2023/3/23 10:12,给田闻之妈上的
0.6184937327482155,Positive,2023/3/23 9:09,奋斗有用的话 我上香干嘛
0.49500719844798446,Negative,2023/3/22 21:41,要你管
0.13708311463390999,Negative,2023/3/22 17:30,你看不惯我的话可以给你也上香
0.6381694054789857,Positive,2023/3/22 15:56,看到一网友说，面试完拿着简历去烧香，结果一激动，把简历投进了功德箱，大家就说现在佛祖的业务范围这么广了嘛？
0.6871095601234237,Positive,2023/3/22 15:16,回复:狠狠点了 哈哈哈哈哈哈哈 笑死
0.6658224192844068,Positive,2023/3/22 15:00,明天就去寺庙[親親]//:上课有用我上香干嘛?
0.07744102574230616,Negative,2023/3/22 14:53,上香求得很多，就不能是去求平安的吗，管的不少，该管的不管，不该管的瞎管
0.49500719844798446,Negative,2023/3/22 14:46,怎么你了
0.605085834662242,Positive,2023/3/22 12:59,评论都在说啥，这个博文的意思不就是希望大家不要上纲上线，关注年轻人的需求嘛？这不是好事儿？
0.0065555619423758316,Negative,2023/3/22 12:54,那是有人画大饼，有人真信了，开始给这些人画大饼的人做大饼。做大饼没吃成被这些画大饼的人给吃了。吃不下去了赏给做大饼一口饭吃。做大饼的还得感谢画大饼的人，没让他们饿肚子。做大饼的还没地方说理去，只好去寺庙烧香拜佛。
0.10624545905267313,Negative,2023/3/22 12:42,没错是给你妈上的
0.077361609799804,Negative,2023/3/22 12:31,关老爷御用媒体罢了，还真指望它能放出什么好pi
0.3632811340057498,Negative,2023/3/22 12:22,干着美元价值的活，拿着越南盾价值的工资。我们的未来充满进步空间。
0.6204270518389806,Positive,2023/3/22 12:02,这个词条，笑得
0.22443135523453805,Negative,2023/3/22 10:46,关你屁事
0.41651886013701966,Negative,2023/3/22 10:33,行，以后给你烧
0.2363472033797981,Negative,2023/3/22 10:22,懂了，不让搞宗教是吧
0.22443135523453805,Negative,2023/3/22 10:08,关你屁事
3.133796725451887e-07,Negative,2023/3/22 9:52,咸吃萝卜淡操心，不上香上你吗？钱钱赚不到，211985毕业跪地捡碎银就是你们要的，考个公把一百五过不了面试线，考个研二百七进不了复试，干啥啊，我还能干啥啊？就行整个社会压榨这群年轻人，不行我们上个香，你给我几个钱啊，给我生活的希望了吗，再不上个香我就要委屈死了
1.2800551729696963e-09,Negative,2023/3/22 8:18,疫情后时代的后遗症，因为当下大环境不景气，全球经济民生都不好过，倒闭破产裁员降薪缩减开支等景象在世界各国上演，烧香拜佛玩祈祷上帝那套也就顺理成章。本来趁着疫情冲击，房价好不容易要打下来，结果各地政府着急第一时间保房价，甚至不惜炸楼拆新楼，强制稳定供需比例，三四十年后，人口腰斩定了
0.12518184741419058,Negative,2023/3/22 8:17,发这种文章的人是不是傻
0.22443135523453805,Negative,2023/3/22 0:42,关你屁事？
0.1937007317707481,Negative,2023/3/22 0:07,其实去寺庙上香已经算勤快了 我都直接躺床上心里拜
0.027779489944010805,Negative,2023/3/21 23:31,能不能先让老板，按时发工资啊？
0.006885812933836832,Negative,2023/3/21 22:59,真受不了了一天天对着年轻人骂了。。。
0.358550513228433,Negative,2023/3/21 22:19,回复:本来就没人信，无非就是放个屁不想让大家开心罢了
0.4243349879088707,Negative,2023/3/21 22:19,管的真多
0.023978123968959042,Negative,2023/3/21 21:46,急死了急死了
0.9259252050246098,Positive,2023/3/21 21:18,哈哈哈哈哈哈瞬间想到爱去寺庙的你
0.41592201462225786,Negative,2023/3/21 21:11,少管
0.22443135523453805,Negative,2023/3/21 20:51,关你屁事
0.21691509668970466,Negative,2023/3/21 20:00,闭嘴吧你们媒体
0.6492349782791413,Positive,2023/3/21 19:56,只是为了去感受一下烟火气，放松一下心灵，总是待在高层建筑里很压抑的嘛
0.22443135523453805,Negative,2023/3/21 19:54,关你屁事
0.017549969093137663,Negative,2023/3/21 19:41,还不上进？大批大批年轻人加班到九十点的一大把。 还要年轻人怎么样？ 要不集体埋了吧
0.3669138716056206,Negative,2023/3/21 19:36,这些招小日子都用，然并卵
0.22443135523453805,Negative,2023/3/21 19:33,关你屁事
0.1428571428571428,Negative,2023/3/21 19:31,多管闲事
0.386302394125434,Negative,2023/3/21 19:26,没女的事你少管
0.14901258151591168,Negative,2023/3/21 19:25,没新闻的话你可以不发
0.22443135523453805,Negative,2023/3/21 19:19,关你屁事
0.4243349879088707,Negative,2023/3/21 19:18,管的真多
0.05934266721656711,Negative,2023/3/21 19:17,劳资上什么管它屁事，制杖媒体
0.4573913043478257,Negative,2023/3/21 19:16,6
0.018007468157814177,Negative,2023/3/21 19:14,大可不用盯着年轻人，所谓上香热不过是社交媒介的推波助澜和当下年轻人无法排解的焦虑感，焦虑感是哪来的呢？？？
0.34777220522134145,Negative,2023/3/21 19:13,读书还有用吗？还不是要求要脱下孔乙己的长衫，还不如上香呢。
0.004481349052555372,Negative,2023/3/21 19:12,不上进？不上课？只上香？？说实话，京报说话真的欠考虑，不止一次了
0.22443135523453805,Negative,2023/3/21 19:11,关你屁事
0.08957250132723182,Negative,2023/3/21 19:09,上香是实打实的心理安慰，上课上进这快是了
0.36594639825436004,Negative,2023/3/21 19:09,上课上进有用的话我还上香？
0.18404958399520754,Negative,2023/3/21 19:09,你是用屁眼看到年轻人不上学不上进的吗
0.20161046483374812,Negative,2023/3/21 19:08,管你们球事！！！
0.23383725673700184,Negative,2023/3/21 19:06,关你屁事管好你们该报道的
0.12062678971136753,Negative,2023/3/21 19:05,关你屁事…
0.36111465509237994,Negative,2023/3/21 19:04,给你妈上香
0.22443135523453805,Negative,2023/3/21 19:03,关你屁事
0.22443135523453805,Negative,2023/3/21 19:01,关你屁事
0.23028171066697278,Negative,2023/3/21 18:59,关专家屁事
0.16268071345981516,Negative,2023/3/21 18:55,前面说的我不同意，但是【只上香】特别是电子香这个可就太tm典了。动不动就转个什么图片什么锦鲤转运气，转个吉祥物或者谐音梗祈祷，又或者特别是b站的弹幕，遇到什么烟花什么就搁那里上香，多少沾点...
0.39583953743634037,Negative,2023/3/21 18:54,🤒🤒🤒管那么多干嘛啊？
0.06281077517316613,Negative,2023/3/21 18:52,当你发现的未来毫无希望，你就只能诉诸神佛…
0.01137511239545641,Negative,2023/3/21 18:46,首先我乐意其次你又怎么知道我们不上课不上班?最后我自己的生活只要不违fa犯zui违背道德我想怎么过就怎么过
0.8448647223293317,Positive,2023/3/21 10:40,爱上香怎么你了
0.016542303227363164,Negative,2023/3/21 11:03,自己改革开放的红利吃得一干二净，翻身变资本家之后指责打工人不努力。真有你的
0.3231628337763153,Negative,2023/3/21 10:41,这么多年轻人为啥迷信，你们不清楚么
0.010126817022333867,Negative,2023/3/21 10:38,集体精神的沉沦是件可怕的事情，但让年轻人振作不能光靠打鸡血讲道理，明白年轻人的难处，让年轻人看得到希望、有奔头，奋斗才有内在的源动力。
0.0877819682613793,Negative,2023/3/21 10:21,越绝望越迷信，大家都太难了
0.6635611768607569,Positive,2023/3/21 10:51,奋斗毛线呢，资源都被把控。还叫人奋斗，那不是奋斗那叫奴隶而已。新时代卖身契
0.08959685899051983,Negative,2023/3/21 11:01,社会把年轻人卷的这么厉害，上上香解解压都不行了？
0.29046630377668126,Negative,2023/3/21 10:35,去送外卖吧，上点进
0.10354454724501316,Negative,2023/3/21 10:48,至于吗，成天盯着年轻人这不对那不好的，先管好自己吧
0.0033434159033927102,Negative,2023/3/21 11:10,不多说了末法时代，各自珍重吧，我继续念《大乘离文字普光明藏经》了，劝小编不要乱说话，小心造谤佛的口业，入阿鼻地狱，阿弥陀佛🙏🙏🙏
0.03494656850169886,Negative,2023/3/21 10:44,老人也得奋斗啊，别老指着年轻人，别老给年轻人派活儿，别老站在旁边指手画脚，自己跟着干啊
0.6944919993676635,Positive,2023/3/21 11:03,上香内容：领导要做好带头997
0.9831545925377341,Positive,2023/3/21 11:17,我给祖宗上香怎么你了？不是优良传统特色文化了吗？
0.17272800093250218,Negative,2023/3/21 16:28,现实生活中看不到希望才会诉诸宗教
0.3019162178011867,Negative,2023/3/21 11:57,韭菜稍微放松一点他们都看不过去。
0.07103987648861365,Negative,2023/3/21 11:21,不要一味的去责怪别人，而是思考这个社会为什么会让年轻人变成这样
0.7917811395994782,Positive,2023/3/21 14:37,《骆驼祥子》里面有句话，乱世的热闹来自迷信，，，，
0.006906809662281077,Negative,2023/3/21 12:44,是在给这tmd的现实上香，祭奠这不想过的日子，希望惨淡的一切都尽快死去。
0.5739489610268442,Positive,2023/3/21 11:19,少来。古之立大事者在于起义
0.21999579240039113,Negative,2023/3/21 11:01,建议编辑带头奋斗，今天再写10篇稿件
0.18882911834960703,Negative,2023/3/21 11:31,怎么奋斗啊？往哪儿奋斗啊？35岁就不要了，30岁找工作说不要30以下的。
0.48945954086019217,Negative,2023/3/21 11:55,大家好好干，他们的日子越来越甜
